sample_id_a,label_a,sample_id_b,label_b,same_label,cosine_distance,cosine_similarity
dd6a26d5fa144dbf977b790fff6a0faf,6,a6f00f4e77aa40d897bb83d9b1039e55,6,True,0.003292262554168701,0.9967077374458313
42b97bd57c4f4714a3bebe66f371e08e,6,4a35dba8302d462a8f28176cddcb92d5,6,True,0.0033086538314819336,0.9966913461685181
e8c7ced090e540499dc0774cfa183424,6,38ec757fc04842cebb0dfd136302bd06,6,True,0.0033092498779296875,0.9966907501220703
58fa584bcc9c4e75815f0b0c02410607,6,38ec757fc04842cebb0dfd136302bd06,6,True,0.0033093690872192383,0.9966906309127808
cc7fe90fae47487d928704fd11a3c593,6,38ec757fc04842cebb0dfd136302bd06,6,True,0.0034492015838623047,0.9965507984161377
685809c617cd42548e7bff8f60265ad4,6,6099031a01c74cbbb015ecc88831d9f9,6,True,0.0034601688385009766,0.996539831161499
38ec757fc04842cebb0dfd136302bd06,6,dd6a26d5fa144dbf977b790fff6a0faf,6,True,0.0034939050674438477,0.9965060949325562
0db903e71742497485ddd1aa17ba39cb,6,416ab4817dda4438af775a6241064c80,6,True,0.003509044647216797,0.9964909553527832
416ab4817dda4438af775a6241064c80,6,37d61156974c4936b75dd0a760e85417,6,True,0.003518819808959961,0.99648118019104
bc73032d4fac4ddfbfc3c6b676fc4d40,6,7942dbe142cd423fb4f615cdc383b35a,6,True,0.003559112548828125,0.9964408874511719
d3c4d79ded4a4092a6498c91da64fc7f,6,c9fa8d8afe1b49dc95f4091080601e21,6,True,0.003618896007537842,0.9963811039924622
2e34361c89124ca394ba02c4dde1e0df,6,dd6a26d5fa144dbf977b790fff6a0faf,6,True,0.003661811351776123,0.9963381886482239
c25cbea31cba4819b59bdfbc05cfdfbf,6,bc73032d4fac4ddfbfc3c6b676fc4d40,6,True,0.0036696195602416992,0.9963303804397583
dd6a26d5fa144dbf977b790fff6a0faf,6,e10a7fd39e234c42a244ab82a0afd725,6,True,0.0036890506744384766,0.9963109493255615
a6f00f4e77aa40d897bb83d9b1039e55,6,e10a7fd39e234c42a244ab82a0afd725,6,True,0.003722667694091797,0.9962773323059082
2ffc9100cc724ea09175b3e94590e75d,6,17d8458adbd0417d8f06b90f83e028f8,6,True,0.003728628158569336,0.9962713718414307
1db95315659048118a94b35fc838daa8,6,58fa584bcc9c4e75815f0b0c02410607,6,True,0.003759622573852539,0.9962403774261475
1f4c6982086b4e9a9f40f49fd8b467d8,6,bc73032d4fac4ddfbfc3c6b676fc4d40,6,True,0.0038465261459350586,0.9961534738540649
9640344c9b0d432cab2250473b5857db,6,551b3bc1694c44699da642f0f6a97e2b,6,True,0.003864586353302002,0.996135413646698
e8c7ced090e540499dc0774cfa183424,6,dd6a26d5fa144dbf977b790fff6a0faf,6,True,0.0038690567016601562,0.9961309432983398
cc7fe90fae47487d928704fd11a3c593,6,a6f00f4e77aa40d897bb83d9b1039e55,6,True,0.003871142864227295,0.9961288571357727
37f6ae3b291046d4bdfcdba59d85b03e,6,42b97bd57c4f4714a3bebe66f371e08e,6,True,0.0038815736770629883,0.996118426322937
17d8458adbd0417d8f06b90f83e028f8,6,c9fa8d8afe1b49dc95f4091080601e21,6,True,0.003906965255737305,0.9960930347442627
b7ade80d4706456baec44a68e9af55ee,6,551b3bc1694c44699da642f0f6a97e2b,6,True,0.003930389881134033,0.996069610118866
4fe4d7d83d8446bab63dddd52be86f2b,6,c9fa8d8afe1b49dc95f4091080601e21,6,True,0.00395655632019043,0.9960434436798096
9640344c9b0d432cab2250473b5857db,6,1635499b793145a2a6e494824ce0055a,6,True,0.0039746761322021484,0.9960253238677979
551b3bc1694c44699da642f0f6a97e2b,6,1635499b793145a2a6e494824ce0055a,6,True,0.003996014595031738,0.9960039854049683
7942dbe142cd423fb4f615cdc383b35a,6,2e34361c89124ca394ba02c4dde1e0df,6,True,0.004027724266052246,0.9959722757339478
a6978c966724486787fd3b8286a785b6,6,551b3bc1694c44699da642f0f6a97e2b,6,True,0.004028916358947754,0.9959710836410522
1db95315659048118a94b35fc838daa8,6,e8c7ced090e540499dc0774cfa183424,6,True,0.004079341888427734,0.9959206581115723
1db95315659048118a94b35fc838daa8,6,cc7fe90fae47487d928704fd11a3c593,6,True,0.004106879234313965,0.995893120765686
1db95315659048118a94b35fc838daa8,6,2e34361c89124ca394ba02c4dde1e0df,6,True,0.004113674163818359,0.9958863258361816
38ec757fc04842cebb0dfd136302bd06,6,a6f00f4e77aa40d897bb83d9b1039e55,6,True,0.004123806953430176,0.9958761930465698
58fa584bcc9c4e75815f0b0c02410607,6,a6f00f4e77aa40d897bb83d9b1039e55,6,True,0.004129588603973389,0.9958704113960266
e10a7fd39e234c42a244ab82a0afd725,6,91231e76d1044d54a124315e6f71ad60,6,True,0.004132866859436035,0.995867133140564
1db95315659048118a94b35fc838daa8,6,38ec757fc04842cebb0dfd136302bd06,6,True,0.004209637641906738,0.9957903623580933
37f6ae3b291046d4bdfcdba59d85b03e,6,2ffc9100cc724ea09175b3e94590e75d,6,True,0.004220128059387207,0.9957798719406128
b7ade80d4706456baec44a68e9af55ee,6,a6978c966724486787fd3b8286a785b6,6,True,0.004305601119995117,0.9956943988800049
0db903e71742497485ddd1aa17ba39cb,6,34de809578a44af193e2650c9f0c588d,6,True,0.004315733909606934,0.9956842660903931
42b97bd57c4f4714a3bebe66f371e08e,6,4fe4d7d83d8446bab63dddd52be86f2b,6,True,0.004324734210968018,0.995675265789032
416ab4817dda4438af775a6241064c80,6,1ad16dcea4a8456696c9078b934bcc15,6,True,0.004329562187194824,0.9956704378128052
ef54ca31c7814ce590cd16bee1e9bc73,6,551b3bc1694c44699da642f0f6a97e2b,6,True,0.004359245300292969,0.995640754699707
416ab4817dda4438af775a6241064c80,6,91231e76d1044d54a124315e6f71ad60,6,True,0.004359602928161621,0.9956403970718384
b7ade80d4706456baec44a68e9af55ee,6,1635499b793145a2a6e494824ce0055a,6,True,0.004361510276794434,0.9956384897232056
1ea3ef3e02454d5db68382a1cde89074,6,1635499b793145a2a6e494824ce0055a,6,True,0.004361987113952637,0.9956380128860474
b858554d324b43f38db46dcd243b9c79,6,bc73032d4fac4ddfbfc3c6b676fc4d40,6,True,0.004363656044006348,0.9956363439559937
34de809578a44af193e2650c9f0c588d,6,416ab4817dda4438af775a6241064c80,6,True,0.004364907741546631,0.9956350922584534
7942dbe142cd423fb4f615cdc383b35a,6,38ec757fc04842cebb0dfd136302bd06,6,True,0.004400372505187988,0.995599627494812
a6978c966724486787fd3b8286a785b6,6,91231e76d1044d54a124315e6f71ad60,6,True,0.004428863525390625,0.9955711364746094
cc7fe90fae47487d928704fd11a3c593,6,e10a7fd39e234c42a244ab82a0afd725,6,True,0.004438519477844238,0.9955614805221558
4a35dba8302d462a8f28176cddcb92d5,6,b858554d324b43f38db46dcd243b9c79,6,True,0.004512012004852295,0.9954879879951477
4fe4d7d83d8446bab63dddd52be86f2b,6,d3c4d79ded4a4092a6498c91da64fc7f,6,True,0.004524827003479004,0.995475172996521
42b97bd57c4f4714a3bebe66f371e08e,6,c9fa8d8afe1b49dc95f4091080601e21,6,True,0.0045618414878845215,0.9954381585121155
37d61156974c4936b75dd0a760e85417,6,91231e76d1044d54a124315e6f71ad60,6,True,0.004566669464111328,0.9954333305358887
a6978c966724486787fd3b8286a785b6,6,9640344c9b0d432cab2250473b5857db,6,True,0.004570126533508301,0.9954298734664917
42b97bd57c4f4714a3bebe66f371e08e,6,c6d925db5e524638966496a523b18c5c,6,True,0.004615902900695801,0.9953840970993042
1ea3ef3e02454d5db68382a1cde89074,6,551b3bc1694c44699da642f0f6a97e2b,6,True,0.004620552062988281,0.9953794479370117
b7ade80d4706456baec44a68e9af55ee,6,9640344c9b0d432cab2250473b5857db,6,True,0.004666686058044434,0.9953333139419556
2ffc9100cc724ea09175b3e94590e75d,6,4a35dba8302d462a8f28176cddcb92d5,6,True,0.004689693450927734,0.9953103065490723
e8c7ced090e540499dc0774cfa183424,6,7942dbe142cd423fb4f615cdc383b35a,6,True,0.0047356486320495605,0.9952643513679504
551b3bc1694c44699da642f0f6a97e2b,6,f3517241b6414013abe798cd97354341,6,True,0.0047473907470703125,0.9952526092529297
3ab1f1301e0f41d8b4633b15bfd0c5e4,6,c9fa8d8afe1b49dc95f4091080601e21,6,True,0.004758715629577637,0.9952412843704224
f3517241b6414013abe798cd97354341,6,1635499b793145a2a6e494824ce0055a,6,True,0.004761338233947754,0.9952386617660522
58fa584bcc9c4e75815f0b0c02410607,6,e10a7fd39e234c42a244ab82a0afd725,6,True,0.004793524742126465,0.9952064752578735
0db903e71742497485ddd1aa17ba39cb,6,91231e76d1044d54a124315e6f71ad60,6,True,0.004812955856323242,0.9951870441436768
e3d00816a3e84d42b856960191747347,6,e6751a6decc04c45b38dc35ca40d4935,6,True,0.00482332706451416,0.9951766729354858
3ab1f1301e0f41d8b4633b15bfd0c5e4,6,2ffc9100cc724ea09175b3e94590e75d,6,True,0.004829049110412598,0.9951709508895874
d3c4d79ded4a4092a6498c91da64fc7f,6,c6d925db5e524638966496a523b18c5c,6,True,0.0048372745513916016,0.9951627254486084
9640344c9b0d432cab2250473b5857db,6,f3517241b6414013abe798cd97354341,6,True,0.004877924919128418,0.9951220750808716
baa90f2aea23447abf282afee2349706,6,1db95315659048118a94b35fc838daa8,6,True,0.004880249500274658,0.9951197504997253
1ea3ef3e02454d5db68382a1cde89074,6,9640344c9b0d432cab2250473b5857db,6,True,0.004895925521850586,0.9951040744781494
0db903e71742497485ddd1aa17ba39cb,6,a6978c966724486787fd3b8286a785b6,6,True,0.004901230335235596,0.9950987696647644
b7ade80d4706456baec44a68e9af55ee,6,f3517241b6414013abe798cd97354341,6,True,0.0049097537994384766,0.9950902462005615
2ab96952ebb243f791b7fadbb29bf28d,6,1635499b793145a2a6e494824ce0055a,6,True,0.004913330078125,0.995086669921875
