sample_id,label,image_path,mask_path,image_original_mode,image_width,image_height,image_dtype,image_min,image_max,mask_width,mask_height,mask_threshold,mask_original_mode,mask_raw_unique_count,mask_has_intermediate_values,defect_pixels,defect_fraction,component_count,bbox_x,bbox_y,bbox_width,bbox_height,empty_mask
768694b934864218b8f8b706084e6bdf,6,images/768694b934864218b8f8b706084e6bdf.jpg,masks/768694b934864218b8f8b706084e6bdf.png,L,480,480,uint8,1,121,480,480,128,L,1,False,0,0.0,0,,,,,True
27178f1195704f789f5a6679413297f9,6,images/27178f1195704f789f5a6679413297f9.jpg,masks/27178f1195704f789f5a6679413297f9.png,L,480,480,uint8,0,122,480,480,128,L,1,False,0,0.0,0,,,,,True
12359f9dbf1347f6bf42e2eb6e9823d1,6,images/12359f9dbf1347f6bf42e2eb6e9823d1.jpg,masks/12359f9dbf1347f6bf42e2eb6e9823d1.png,L,480,480,uint8,0,122,480,480,128,L,1,False,0,0.0,0,,,,,True
e43cce40f446493dab61d3ff30b17fbc,6,images/e43cce40f446493dab61d3ff30b17fbc.jpg,masks/e43cce40f446493dab61d3ff30b17fbc.png,L,480,480,uint8,0,122,480,480,128,L,1,False,0,0.0,0,,,,,True
19cdf32e6b4d4ec183c261e637a318b3,6,images/19cdf32e6b4d4ec183c261e637a318b3.jpg,masks/19cdf32e6b4d4ec183c261e637a318b3.png,L,480,480,uint8,1,122,480,480,128,L,1,False,0,0.0,0,,,,,True
bae89a7543b14dcc97ff1f860893a6fa,6,images/bae89a7543b14dcc97ff1f860893a6fa.jpg,masks/bae89a7543b14dcc97ff1f860893a6fa.png,L,480,480,uint8,1,121,480,480,128,L,1,False,0,0.0,0,,,,,True
a24634e910564e9ca283d23cc4dde1ff,6,images/a24634e910564e9ca283d23cc4dde1ff.jpg,masks/a24634e910564e9ca283d23cc4dde1ff.png,L,480,480,uint8,2,122,480,480,128,L,1,False,0,0.0,0,,,,,True
cce2916b05d44ccc84688cf0e40d2054,6,images/cce2916b05d44ccc84688cf0e40d2054.jpg,masks/cce2916b05d44ccc84688cf0e40d2054.png,L,480,480,uint8,2,122,480,480,128,L,1,False,0,0.0,0,,,,,True
be6e1331dd024f0681c7d3058d8042cc,6,images/be6e1331dd024f0681c7d3058d8042cc.jpg,masks/be6e1331dd024f0681c7d3058d8042cc.png,L,480,480,uint8,2,122,480,480,128,L,1,False,0,0.0,0,,,,,True
fa116888c4574c1db72ea0a08a74bb91,6,images/fa116888c4574c1db72ea0a08a74bb91.jpg,masks/fa116888c4574c1db72ea0a08a74bb91.png,L,480,480,uint8,3,122,480,480,128,L,1,False,0,0.0,0,,,,,True
94b8ee5684b94756ad18bf07f1015da8,6,images/94b8ee5684b94756ad18bf07f1015da8.jpg,masks/94b8ee5684b94756ad18bf07f1015da8.png,L,480,480,uint8,1,122,480,480,128,L,1,False,0,0.0,0,,,,,True
662673f5bf06427aaba1cf91b6dbaaf7,6,images/662673f5bf06427aaba1cf91b6dbaaf7.jpg,masks/662673f5bf06427aaba1cf91b6dbaaf7.png,L,480,480,uint8,0,122,480,480,128,L,1,False,0,0.0,0,,,,,True
c9c1df9795fa4a8a9293c4077ceb430f,6,images/c9c1df9795fa4a8a9293c4077ceb430f.jpg,masks/c9c1df9795fa4a8a9293c4077ceb430f.png,L,480,480,uint8,2,123,480,480,128,L,1,False,0,0.0,0,,,,,True
dc5d5fd1b3d44f6ea5566f85c115d5d2,6,images/dc5d5fd1b3d44f6ea5566f85c115d5d2.jpg,masks/dc5d5fd1b3d44f6ea5566f85c115d5d2.png,L,480,480,uint8,2,125,480,480,128,L,1,False,0,0.0,0,,,,,True
235fe18f458b4a83846f1c2909c51c87,6,images/235fe18f458b4a83846f1c2909c51c87.jpg,masks/235fe18f458b4a83846f1c2909c51c87.png,L,480,480,uint8,0,121,480,480,128,L,1,False,0,0.0,0,,,,,True
b716c9abfa8c4fb99cb2a0ba56ca1c98,6,images/b716c9abfa8c4fb99cb2a0ba56ca1c98.jpg,masks/b716c9abfa8c4fb99cb2a0ba56ca1c98.png,L,480,480,uint8,0,123,480,480,128,L,1,False,0,0.0,0,,,,,True
164a13c438a14ca4926fcf2da984ec6a,6,images/164a13c438a14ca4926fcf2da984ec6a.jpg,masks/164a13c438a14ca4926fcf2da984ec6a.png,L,480,480,uint8,1,122,480,480,128,L,1,False,0,0.0,0,,,,,True
7ebb6d69768c484aa48a4d5e6a3f88af,6,images/7ebb6d69768c484aa48a4d5e6a3f88af.jpg,masks/7ebb6d69768c484aa48a4d5e6a3f88af.png,L,480,480,uint8,1,123,480,480,128,L,1,False,0,0.0,0,,,,,True
8a0a3492db88428d998390d3b6deff7f,6,images/8a0a3492db88428d998390d3b6deff7f.jpg,masks/8a0a3492db88428d998390d3b6deff7f.png,L,480,480,uint8,0,124,480,480,128,L,1,False,0,0.0,0,,,,,True
239d76cf5529467ca6f254ab9bbd17b0,6,images/239d76cf5529467ca6f254ab9bbd17b0.jpg,masks/239d76cf5529467ca6f254ab9bbd17b0.png,L,480,480,uint8,2,122,480,480,128,L,1,False,0,0.0,0,,,,,True
6478e7b02e6c40ccb834649038d8be88,6,images/6478e7b02e6c40ccb834649038d8be88.jpg,masks/6478e7b02e6c40ccb834649038d8be88.png,L,480,480,uint8,3,121,480,480,128,L,1,False,0,0.0,0,,,,,True
9d5ba933c3f9410cbb20dc9a0a62ced4,6,images/9d5ba933c3f9410cbb20dc9a0a62ced4.jpg,masks/9d5ba933c3f9410cbb20dc9a0a62ced4.png,L,480,480,uint8,1,122,480,480,128,L,1,False,0,0.0,0,,,,,True
e2bf824ac30c4e7e97f495c82fbd4a22,6,images/e2bf824ac30c4e7e97f495c82fbd4a22.jpg,masks/e2bf824ac30c4e7e97f495c82fbd4a22.png,L,480,480,uint8,0,122,480,480,128,L,1,False,0,0.0,0,,,,,True
26a6e36078e24f9e90d8fbeb1af19c16,6,images/26a6e36078e24f9e90d8fbeb1af19c16.jpg,masks/26a6e36078e24f9e90d8fbeb1af19c16.png,L,480,480,uint8,0,123,480,480,128,L,1,False,0,0.0,0,,,,,True
01fb0133824e4afd8cbba5e3854f08d8,6,images/01fb0133824e4afd8cbba5e3854f08d8.jpg,masks/01fb0133824e4afd8cbba5e3854f08d8.png,L,480,480,uint8,0,122,480,480,128,L,1,False,0,0.0,0,,,,,True
a7e2f2dca935477994967dc028598b9f,6,images/a7e2f2dca935477994967dc028598b9f.jpg,masks/a7e2f2dca935477994967dc028598b9f.png,L,480,480,uint8,1,121,480,480,128,L,1,False,0,0.0,0,,,,,True
85228ffbec764b838b319e42d78ab96e,6,images/85228ffbec764b838b319e42d78ab96e.jpg,masks/85228ffbec764b838b319e42d78ab96e.png,L,480,480,uint8,2,123,480,480,128,L,1,False,0,0.0,0,,,,,True
7734aee0f4004a8d9ef4c56a341073a1,6,images/7734aee0f4004a8d9ef4c56a341073a1.jpg,masks/7734aee0f4004a8d9ef4c56a341073a1.png,L,480,480,uint8,1,123,480,480,128,L,1,False,0,0.0,0,,,,,True
a7060e5f32b34a9eb716d6a64cb5431b,6,images/a7060e5f32b34a9eb716d6a64cb5431b.jpg,masks/a7060e5f32b34a9eb716d6a64cb5431b.png,L,480,480,uint8,1,123,480,480,128,L,1,False,0,0.0,0,,,,,True
47f2559af3ff4ae695c8d0785425056f,6,images/47f2559af3ff4ae695c8d0785425056f.jpg,masks/47f2559af3ff4ae695c8d0785425056f.png,L,480,480,uint8,1,121,480,480,128,L,1,False,0,0.0,0,,,,,True
1ff80466c4bf487c83deca973d4a8f87,6,images/1ff80466c4bf487c83deca973d4a8f87.jpg,masks/1ff80466c4bf487c83deca973d4a8f87.png,L,480,480,uint8,2,123,480,480,128,L,1,False,0,0.0,0,,,,,True
69ae681b7af5445794c3c333951bf315,6,images/69ae681b7af5445794c3c333951bf315.jpg,masks/69ae681b7af5445794c3c333951bf315.png,L,480,480,uint8,2,121,480,480,128,L,1,False,0,0.0,0,,,,,True
1400ca17a643423eaa706c16f1799881,6,images/1400ca17a643423eaa706c16f1799881.jpg,masks/1400ca17a643423eaa706c16f1799881.png,L,480,480,uint8,0,121,480,480,128,L,1,False,0,0.0,0,,,,,True
9e0b20d337d448f98d59edc25e849d44,6,images/9e0b20d337d448f98d59edc25e849d44.jpg,masks/9e0b20d337d448f98d59edc25e849d44.png,L,480,480,uint8,1,122,480,480,128,L,1,False,0,0.0,0,,,,,True
f09e8ea2fdb04b4cb0f7bc671e040de3,6,images/f09e8ea2fdb04b4cb0f7bc671e040de3.jpg,masks/f09e8ea2fdb04b4cb0f7bc671e040de3.png,L,480,480,uint8,0,123,480,480,128,L,1,False,0,0.0,0,,,,,True
4380a84094d0462fabcd0ed36153016f,6,images/4380a84094d0462fabcd0ed36153016f.jpg,masks/4380a84094d0462fabcd0ed36153016f.png,L,480,480,uint8,2,123,480,480,128,L,1,False,0,0.0,0,,,,,True
80128a65381d4febb98b434b8c2da852,6,images/80128a65381d4febb98b434b8c2da852.jpg,masks/80128a65381d4febb98b434b8c2da852.png,L,480,480,uint8,0,124,480,480,128,L,1,False,0,0.0,0,,,,,True
d59f2a3ab90e4b429ae4a94b295662fd,6,images/d59f2a3ab90e4b429ae4a94b295662fd.jpg,masks/d59f2a3ab90e4b429ae4a94b295662fd.png,L,480,480,uint8,2,124,480,480,128,L,1,False,0,0.0,0,,,,,True
879ddb3b6f2a4c1aa715d2354899dc0d,6,images/879ddb3b6f2a4c1aa715d2354899dc0d.jpg,masks/879ddb3b6f2a4c1aa715d2354899dc0d.png,L,480,480,uint8,1,121,480,480,128,L,1,False,0,0.0,0,,,,,True
ef99f30e83b2420b941d3e1c8184b1b4,6,images/ef99f30e83b2420b941d3e1c8184b1b4.jpg,masks/ef99f30e83b2420b941d3e1c8184b1b4.png,L,480,480,uint8,1,123,480,480,128,L,1,False,0,0.0,0,,,,,True
27c3e6c9659948ef8b13505aaff8dac2,6,images/27c3e6c9659948ef8b13505aaff8dac2.jpg,masks/27c3e6c9659948ef8b13505aaff8dac2.png,L,480,480,uint8,0,122,480,480,128,L,1,False,0,0.0,0,,,,,True
90262194cd4a4cb0b9dd90d0f3f3de33,6,images/90262194cd4a4cb0b9dd90d0f3f3de33.jpg,masks/90262194cd4a4cb0b9dd90d0f3f3de33.png,L,480,480,uint8,1,123,480,480,128,L,1,False,0,0.0,0,,,,,True
d6f7d2e0fbfd4781b073b5c7dc642619,6,images/d6f7d2e0fbfd4781b073b5c7dc642619.jpg,masks/d6f7d2e0fbfd4781b073b5c7dc642619.png,L,480,480,uint8,1,123,480,480,128,L,1,False,0,0.0,0,,,,,True
e0c78648376643a2964c703f6d529c3d,6,images/e0c78648376643a2964c703f6d529c3d.jpg,masks/e0c78648376643a2964c703f6d529c3d.png,L,480,480,uint8,1,121,480,480,128,L,1,False,0,0.0,0,,,,,True
8a6e2d61a997472880fd7388ec107d96,6,images/8a6e2d61a997472880fd7388ec107d96.jpg,masks/8a6e2d61a997472880fd7388ec107d96.png,L,480,480,uint8,0,124,480,480,128,L,1,False,0,0.0,0,,,,,True
5468074d963d44828dbcbb9300aaa3cf,6,images/5468074d963d44828dbcbb9300aaa3cf.jpg,masks/5468074d963d44828dbcbb9300aaa3cf.png,L,480,480,uint8,1,124,480,480,128,L,1,False,0,0.0,0,,,,,True
4690e1b7a86f456a869fad39d45f22a5,6,images/4690e1b7a86f456a869fad39d45f22a5.jpg,masks/4690e1b7a86f456a869fad39d45f22a5.png,L,480,480,uint8,1,122,480,480,128,L,1,False,0,0.0,0,,,,,True
8382d49e32164cc0b513ce23c6949c04,6,images/8382d49e32164cc0b513ce23c6949c04.jpg,masks/8382d49e32164cc0b513ce23c6949c04.png,L,480,480,uint8,1,121,480,480,128,L,1,False,0,0.0,0,,,,,True
39bb56b413014a2d9df5f01e6ad577d2,6,images/39bb56b413014a2d9df5f01e6ad577d2.jpg,masks/39bb56b413014a2d9df5f01e6ad577d2.png,L,480,480,uint8,2,120,480,480,128,L,1,False,0,0.0,0,,,,,True
0b28dd48210e47ecb0180bca3a89fec9,6,images/0b28dd48210e47ecb0180bca3a89fec9.jpg,masks/0b28dd48210e47ecb0180bca3a89fec9.png,L,480,480,uint8,2,124,480,480,128,L,1,False,0,0.0,0,,,,,True
48c1abd802f440e0b1d0d5f2181bf79a,6,images/48c1abd802f440e0b1d0d5f2181bf79a.jpg,masks/48c1abd802f440e0b1d0d5f2181bf79a.png,L,480,480,uint8,3,103,480,480,128,L,1,False,0,0.0,0,,,,,True
e449eb0976554d9287fb26bb32b80a4f,6,images/e449eb0976554d9287fb26bb32b80a4f.jpg,masks/e449eb0976554d9287fb26bb32b80a4f.png,L,480,480,uint8,1,123,480,480,128,L,1,False,0,0.0,0,,,,,True
a36250cb15d84befa25371f8d230be79,6,images/a36250cb15d84befa25371f8d230be79.jpg,masks/a36250cb15d84befa25371f8d230be79.png,L,480,480,uint8,1,123,480,480,128,L,1,False,0,0.0,0,,,,,True
f6ede391e3b84eeb99dfcab8bcb452b2,6,images/f6ede391e3b84eeb99dfcab8bcb452b2.jpg,masks/f6ede391e3b84eeb99dfcab8bcb452b2.png,L,480,480,uint8,2,123,480,480,128,L,1,False,0,0.0,0,,,,,True
266a8e0227a943d3beb7b68d5153a452,6,images/266a8e0227a943d3beb7b68d5153a452.jpg,masks/266a8e0227a943d3beb7b68d5153a452.png,L,480,480,uint8,0,122,480,480,128,L,1,False,0,0.0,0,,,,,True
3871caebb64b44ca8cbe86e3e6845a1d,6,images/3871caebb64b44ca8cbe86e3e6845a1d.jpg,masks/3871caebb64b44ca8cbe86e3e6845a1d.png,L,480,480,uint8,2,121,480,480,128,L,1,False,0,0.0,0,,,,,True
054a778d210c41e09ce8c9a8822ddb3d,6,images/054a778d210c41e09ce8c9a8822ddb3d.jpg,masks/054a778d210c41e09ce8c9a8822ddb3d.png,L,480,480,uint8,0,123,480,480,128,L,1,False,0,0.0,0,,,,,True
42bbee913ffe4e1aaeb4f704dfb1e7c7,6,images/42bbee913ffe4e1aaeb4f704dfb1e7c7.jpg,masks/42bbee913ffe4e1aaeb4f704dfb1e7c7.png,L,480,480,uint8,2,121,480,480,128,L,1,False,0,0.0,0,,,,,True
d2ce130eae3c404b9f86a81878b2cd3c,6,images/d2ce130eae3c404b9f86a81878b2cd3c.jpg,masks/d2ce130eae3c404b9f86a81878b2cd3c.png,L,480,480,uint8,2,109,480,480,128,L,1,False,0,0.0,0,,,,,True
ef54ca31c7814ce590cd16bee1e9bc73,6,images/ef54ca31c7814ce590cd16bee1e9bc73.jpg,masks/ef54ca31c7814ce590cd16bee1e9bc73.png,L,480,480,uint8,0,128,480,480,128,L,1,False,0,0.0,0,,,,,True
b6b2b4ac7bc74b78b771849d25dcbfa0,6,images/b6b2b4ac7bc74b78b771849d25dcbfa0.jpg,masks/b6b2b4ac7bc74b78b771849d25dcbfa0.png,L,480,480,uint8,2,116,480,480,128,L,1,False,0,0.0,0,,,,,True
bc1dc8bbaf30474d92864269d239ac10,6,images/bc1dc8bbaf30474d92864269d239ac10.jpg,masks/bc1dc8bbaf30474d92864269d239ac10.png,L,480,480,uint8,1,120,480,480,128,L,1,False,0,0.0,0,,,,,True
914fb20844ac470da0f8ea22b2d5d7ae,6,images/914fb20844ac470da0f8ea22b2d5d7ae.jpg,masks/914fb20844ac470da0f8ea22b2d5d7ae.png,L,480,480,uint8,0,117,480,480,128,L,1,False,0,0.0,0,,,,,True
ffa2c032bbd7419ca83f6303c08d3de0,6,images/ffa2c032bbd7419ca83f6303c08d3de0.jpg,masks/ffa2c032bbd7419ca83f6303c08d3de0.png,L,480,480,uint8,1,128,480,480,128,L,1,False,0,0.0,0,,,,,True
e164dd09cd3e4ee5872166facccc9c4c,6,images/e164dd09cd3e4ee5872166facccc9c4c.jpg,masks/e164dd09cd3e4ee5872166facccc9c4c.png,L,480,480,uint8,0,119,480,480,128,L,1,False,0,0.0,0,,,,,True
baa90f2aea23447abf282afee2349706,6,images/baa90f2aea23447abf282afee2349706.jpg,masks/baa90f2aea23447abf282afee2349706.png,L,480,480,uint8,0,137,480,480,128,L,1,False,0,0.0,0,,,,,True
58d6a8fce74a4778a6ca0e6cf2ddbe6d,6,images/58d6a8fce74a4778a6ca0e6cf2ddbe6d.jpg,masks/58d6a8fce74a4778a6ca0e6cf2ddbe6d.png,L,480,480,uint8,2,125,480,480,128,L,1,False,0,0.0,0,,,,,True
8bf7ff957a2340ff9542ecc4443f261b,6,images/8bf7ff957a2340ff9542ecc4443f261b.jpg,masks/8bf7ff957a2340ff9542ecc4443f261b.png,L,480,480,uint8,1,124,480,480,128,L,1,False,0,0.0,0,,,,,True
2fffcffd06e945b6a9d3dc40c0b4ed7f,6,images/2fffcffd06e945b6a9d3dc40c0b4ed7f.jpg,masks/2fffcffd06e945b6a9d3dc40c0b4ed7f.png,L,480,480,uint8,0,123,480,480,128,L,1,False,0,0.0,0,,,,,True
e97d6d98c9fb4efcbab7731b5adf010d,6,images/e97d6d98c9fb4efcbab7731b5adf010d.jpg,masks/e97d6d98c9fb4efcbab7731b5adf010d.png,L,480,480,uint8,1,123,480,480,128,L,1,False,0,0.0,0,,,,,True
bc2d5f7eb8424eae8aed66d93401dd6b,6,images/bc2d5f7eb8424eae8aed66d93401dd6b.jpg,masks/bc2d5f7eb8424eae8aed66d93401dd6b.png,L,480,480,uint8,3,121,480,480,128,L,1,False,0,0.0,0,,,,,True
5beb5a1bc2c340d0b359e772b641a7e0,6,images/5beb5a1bc2c340d0b359e772b641a7e0.jpg,masks/5beb5a1bc2c340d0b359e772b641a7e0.png,L,480,480,uint8,2,121,480,480,128,L,1,False,0,0.0,0,,,,,True
73180449b0914603ad20c928361adedb,6,images/73180449b0914603ad20c928361adedb.jpg,masks/73180449b0914603ad20c928361adedb.png,L,480,480,uint8,0,120,480,480,128,L,1,False,0,0.0,0,,,,,True
529004b1d3ef4b208884146922534cfe,6,images/529004b1d3ef4b208884146922534cfe.jpg,masks/529004b1d3ef4b208884146922534cfe.png,L,480,480,uint8,2,125,480,480,128,L,1,False,0,0.0,0,,,,,True
9b68fee0aabf4837a0ccf0bd98a57aea,6,images/9b68fee0aabf4837a0ccf0bd98a57aea.jpg,masks/9b68fee0aabf4837a0ccf0bd98a57aea.png,L,480,480,uint8,1,118,480,480,128,L,1,False,0,0.0,0,,,,,True
26746d4b3e3f4a16acaab2a8d010d320,6,images/26746d4b3e3f4a16acaab2a8d010d320.jpg,masks/26746d4b3e3f4a16acaab2a8d010d320.png,L,480,480,uint8,1,125,480,480,128,L,1,False,0,0.0,0,,,,,True
b7ade80d4706456baec44a68e9af55ee,6,images/b7ade80d4706456baec44a68e9af55ee.jpg,masks/b7ade80d4706456baec44a68e9af55ee.png,L,480,480,uint8,1,130,480,480,128,L,1,False,0,0.0,0,,,,,True
f43100e854a74db7acefa766066cf053,6,images/f43100e854a74db7acefa766066cf053.jpg,masks/f43100e854a74db7acefa766066cf053.png,L,480,480,uint8,1,124,480,480,128,L,1,False,0,0.0,0,,,,,True
63da041f0de64cd0a17802ce7d28a6df,6,images/63da041f0de64cd0a17802ce7d28a6df.jpg,masks/63da041f0de64cd0a17802ce7d28a6df.png,L,480,480,uint8,1,124,480,480,128,L,1,False,0,0.0,0,,,,,True
0db903e71742497485ddd1aa17ba39cb,6,images/0db903e71742497485ddd1aa17ba39cb.jpg,masks/0db903e71742497485ddd1aa17ba39cb.png,L,480,480,uint8,1,131,480,480,128,L,1,False,0,0.0,0,,,,,True
34de809578a44af193e2650c9f0c588d,6,images/34de809578a44af193e2650c9f0c588d.jpg,masks/34de809578a44af193e2650c9f0c588d.png,L,480,480,uint8,2,133,480,480,128,L,1,False,0,0.0,0,,,,,True
16e3b35528f94e4c81fa84871f873057,6,images/16e3b35528f94e4c81fa84871f873057.jpg,masks/16e3b35528f94e4c81fa84871f873057.png,L,480,480,uint8,1,122,480,480,128,L,1,False,0,0.0,0,,,,,True
4597694c47224a7f9316d7524c043972,6,images/4597694c47224a7f9316d7524c043972.jpg,masks/4597694c47224a7f9316d7524c043972.png,L,480,480,uint8,2,119,480,480,128,L,1,False,0,0.0,0,,,,,True
9e01e4ad99534ed9b781071c04511489,6,images/9e01e4ad99534ed9b781071c04511489.jpg,masks/9e01e4ad99534ed9b781071c04511489.png,L,480,480,uint8,1,121,480,480,128,L,1,False,0,0.0,0,,,,,True
416ab4817dda4438af775a6241064c80,6,images/416ab4817dda4438af775a6241064c80.jpg,masks/416ab4817dda4438af775a6241064c80.png,L,480,480,uint8,2,134,480,480,128,L,1,False,0,0.0,0,,,,,True
04d7633633d14cf890619f97449c1fb0,6,images/04d7633633d14cf890619f97449c1fb0.jpg,masks/04d7633633d14cf890619f97449c1fb0.png,L,480,480,uint8,1,123,480,480,128,L,1,False,0,0.0,0,,,,,True
33e1b4bce9ff45f88b17f3cbcc9c5ffd,6,images/33e1b4bce9ff45f88b17f3cbcc9c5ffd.jpg,masks/33e1b4bce9ff45f88b17f3cbcc9c5ffd.png,L,480,480,uint8,2,120,480,480,128,L,1,False,0,0.0,0,,,,,True
4817f8bb26f1473d932e9bf22919da1c,6,images/4817f8bb26f1473d932e9bf22919da1c.jpg,masks/4817f8bb26f1473d932e9bf22919da1c.png,L,480,480,uint8,1,120,480,480,128,L,1,False,0,0.0,0,,,,,True
e3d00816a3e84d42b856960191747347,6,images/e3d00816a3e84d42b856960191747347.jpg,masks/e3d00816a3e84d42b856960191747347.png,L,480,480,uint8,3,133,480,480,128,L,1,False,0,0.0,0,,,,,True
37d61156974c4936b75dd0a760e85417,6,images/37d61156974c4936b75dd0a760e85417.jpg,masks/37d61156974c4936b75dd0a760e85417.png,L,480,480,uint8,1,133,480,480,128,L,1,False,0,0.0,0,,,,,True
88965bce1a804cd6b754de7f50c43471,6,images/88965bce1a804cd6b754de7f50c43471.jpg,masks/88965bce1a804cd6b754de7f50c43471.png,L,480,480,uint8,0,121,480,480,128,L,1,False,0,0.0,0,,,,,True
1db95315659048118a94b35fc838daa8,6,images/1db95315659048118a94b35fc838daa8.jpg,masks/1db95315659048118a94b35fc838daa8.png,L,480,480,uint8,1,134,480,480,128,L,1,False,0,0.0,0,,,,,True
1ad16dcea4a8456696c9078b934bcc15,6,images/1ad16dcea4a8456696c9078b934bcc15.jpg,masks/1ad16dcea4a8456696c9078b934bcc15.png,L,480,480,uint8,0,132,480,480,128,L,1,False,0,0.0,0,,,,,True
9397b2ed084b49738c6dfb90db0bcf85,6,images/9397b2ed084b49738c6dfb90db0bcf85.jpg,masks/9397b2ed084b49738c6dfb90db0bcf85.png,L,480,480,uint8,2,135,480,480,128,L,1,False,0,0.0,0,,,,,True
